IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
47.236.205.188,2086,false,SIN,Asia Pacific,Singapore,232 ms,5793 kB/s
47.236.87.246,8880,false,SIN,Asia Pacific,Singapore,220 ms,5793 kB/s
47.236.174.206,2052,false,SIN,Asia Pacific,Singapore,252 ms,5790 kB/s
8.219.209.14,2086,false,SIN,Asia Pacific,Singapore,228 ms,5785 kB/s
47.236.10.100,8080,false,SIN,Asia Pacific,Singapore,219 ms,5775 kB/s
8.210.55.134,8880,false,HKG,Asia Pacific,Hong Kong,61 ms,5774 kB/s
47.236.121.23,2086,false,SIN,Asia Pacific,Singapore,256 ms,5768 kB/s
8.219.100.168,2082,false,SIN,Asia Pacific,Singapore,221 ms,5762 kB/s
47.236.146.249,2095,false,SIN,Asia Pacific,Singapore,236 ms,5759 kB/s
8.219.170.232,80,false,SIN,Asia Pacific,Singapore,219 ms,5754 kB/s
47.237.0.31,80,false,SIN,Asia Pacific,Singapore,220 ms,5752 kB/s
8.217.164.10,2052,false,HKG,Asia Pacific,Hong Kong,59 ms,5745 kB/s
47.236.150.13,2052,false,SIN,Asia Pacific,Singapore,224 ms,5745 kB/s
8.219.77.222,80,false,SIN,Asia Pacific,Singapore,230 ms,5743 kB/s
47.242.155.183,2095,false,HKG,Asia Pacific,Hong Kong,58 ms,5743 kB/s
47.236.169.15,2082,false,SIN,Asia Pacific,Singapore,265 ms,5741 kB/s
47.236.180.24,8080,false,SIN,Asia Pacific,Singapore,240 ms,5739 kB/s
8.219.42.72,8880,false,SIN,Asia Pacific,Singapore,235 ms,5734 kB/s
47.236.164.215,8080,false,SIN,Asia Pacific,Singapore,303 ms,5732 kB/s
8.218.8.142,2086,false,HKG,Asia Pacific,Hong Kong,56 ms,5731 kB/s
8.210.65.1,2086,false,HKG,Asia Pacific,Hong Kong,62 ms,5730 kB/s
47.242.202.230,8080,false,HKG,Asia Pacific,Hong Kong,53 ms,5718 kB/s
8.222.165.117,80,false,SIN,Asia Pacific,Singapore,230 ms,5716 kB/s
47.236.75.113,8880,false,SIN,Asia Pacific,Singapore,262 ms,5714 kB/s
8.217.159.210,80,false,HKG,Asia Pacific,Hong Kong,61 ms,5698 kB/s
8.219.99.169,2095,false,SIN,Asia Pacific,Singapore,224 ms,5694 kB/s
47.236.146.249,8880,false,SIN,Asia Pacific,Singapore,228 ms,5686 kB/s
8.219.100.168,8080,false,SIN,Asia Pacific,Singapore,220 ms,5686 kB/s
47.236.172.71,8880,false,SIN,Asia Pacific,Singapore,222 ms,5684 kB/s
8.218.53.110,8880,false,HKG,Asia Pacific,Hong Kong,67 ms,5678 kB/s
47.236.146.249,2082,false,SIN,Asia Pacific,Singapore,223 ms,5675 kB/s
47.236.174.206,2086,false,SIN,Asia Pacific,Singapore,274 ms,5668 kB/s
47.236.165.25,2086,false,SIN,Asia Pacific,Singapore,222 ms,5667 kB/s
8.210.245.224,80,false,HKG,Asia Pacific,Hong Kong,58 ms,5666 kB/s
8.218.8.142,8880,false,HKG,Asia Pacific,Hong Kong,60 ms,5663 kB/s
47.236.87.246,2086,false,SIN,Asia Pacific,Singapore,220 ms,5662 kB/s
47.236.10.182,8880,false,SIN,Asia Pacific,Singapore,243 ms,5661 kB/s
47.237.82.15,8880,false,SIN,Asia Pacific,Singapore,216 ms,5655 kB/s
8.210.39.96,2082,false,HKG,Asia Pacific,Hong Kong,61 ms,5654 kB/s
47.76.49.246,8080,false,HKG,Asia Pacific,Hong Kong,66 ms,5651 kB/s
47.236.144.156,2095,false,SIN,Asia Pacific,Singapore,230 ms,5649 kB/s
47.236.145.85,8880,false,SIN,Asia Pacific,Singapore,226 ms,5649 kB/s
47.236.172.71,8080,false,SIN,Asia Pacific,Singapore,226 ms,5637 kB/s
47.236.253.41,2082,false,SIN,Asia Pacific,Singapore,227 ms,5634 kB/s
8.219.114.201,2086,false,SIN,Asia Pacific,Singapore,236 ms,5628 kB/s
47.236.169.141,2086,false,SIN,Asia Pacific,Singapore,230 ms,5612 kB/s
8.217.49.34,8880,false,HKG,Asia Pacific,Hong Kong,66 ms,5611 kB/s
47.236.174.206,8880,false,SIN,Asia Pacific,Singapore,223 ms,5608 kB/s
47.236.130.95,8880,false,SIN,Asia Pacific,Singapore,231 ms,5605 kB/s
47.237.100.206,2095,false,SIN,Asia Pacific,Singapore,268 ms,5602 kB/s
8.219.99.169,8080,false,SIN,Asia Pacific,Singapore,228 ms,5593 kB/s
47.236.144.208,8080,false,SIN,Asia Pacific,Singapore,275 ms,5590 kB/s
47.236.165.25,2095,false,SIN,Asia Pacific,Singapore,214 ms,5588 kB/s
47.236.97.90,80,false,SIN,Asia Pacific,Singapore,276 ms,5587 kB/s
47.236.10.182,2086,false,SIN,Asia Pacific,Singapore,234 ms,5586 kB/s
47.236.104.11,2095,false,SIN,Asia Pacific,Singapore,264 ms,5584 kB/s
47.236.9.152,8080,false,SIN,Asia Pacific,Singapore,304 ms,5583 kB/s
47.243.173.187,2082,false,HKG,Asia Pacific,Hong Kong,62 ms,5575 kB/s
47.237.83.20,80,false,SIN,Asia Pacific,Singapore,230 ms,5565 kB/s
47.245.118.70,8880,false,SIN,Asia Pacific,Singapore,259 ms,5559 kB/s
47.245.118.70,2052,false,SIN,Asia Pacific,Singapore,237 ms,5553 kB/s
8.218.122.55,8080,false,HKG,Asia Pacific,Hong Kong,63 ms,5548 kB/s
47.236.5.223,8080,false,SIN,Asia Pacific,Singapore,227 ms,5537 kB/s
8.219.100.168,2095,false,SIN,Asia Pacific,Singapore,255 ms,5533 kB/s
47.237.82.15,2052,false,SIN,Asia Pacific,Singapore,223 ms,5523 kB/s
47.236.169.141,2052,false,SIN,Asia Pacific,Singapore,226 ms,5520 kB/s
47.236.10.182,2082,false,SIN,Asia Pacific,Singapore,235 ms,5519 kB/s
8.218.85.128,8880,false,HKG,Asia Pacific,Hong Kong,59 ms,5518 kB/s
8.218.18.235,8080,false,HKG,Asia Pacific,Hong Kong,73 ms,5518 kB/s
47.236.145.85,2052,false,SIN,Asia Pacific,Singapore,226 ms,5504 kB/s
47.236.180.51,2082,false,SIN,Asia Pacific,Singapore,244 ms,5502 kB/s
47.236.97.90,2052,false,SIN,Asia Pacific,Singapore,224 ms,5500 kB/s
47.236.165.25,2082,false,SIN,Asia Pacific,Singapore,261 ms,5496 kB/s
8.218.155.238,2095,false,HKG,Asia Pacific,Hong Kong,57 ms,5486 kB/s
47.76.32.108,2095,false,HKG,Asia Pacific,Hong Kong,63 ms,5481 kB/s
8.222.165.117,8880,false,SIN,Asia Pacific,Singapore,225 ms,5477 kB/s
8.210.207.214,8080,false,HKG,Asia Pacific,Hong Kong,60 ms,5472 kB/s
47.236.144.156,80,false,SIN,Asia Pacific,Singapore,242 ms,5472 kB/s
8.218.201.73,80,false,HKG,Asia Pacific,Hong Kong,61 ms,5471 kB/s
47.236.102.102,2086,false,SIN,Asia Pacific,Singapore,228 ms,5469 kB/s
47.236.80.110,80,false,SIN,Asia Pacific,Singapore,234 ms,5464 kB/s
8.219.200.145,2086,false,SIN,Asia Pacific,Singapore,247 ms,5460 kB/s
47.237.14.220,8880,false,SIN,Asia Pacific,Singapore,239 ms,5459 kB/s
47.237.83.20,8880,false,SIN,Asia Pacific,Singapore,305 ms,5452 kB/s
47.236.75.113,80,false,SIN,Asia Pacific,Singapore,220 ms,5449 kB/s
47.236.121.23,8080,false,SIN,Asia Pacific,Singapore,227 ms,5444 kB/s
47.236.93.176,2095,false,SIN,Asia Pacific,Singapore,230 ms,5437 kB/s
47.236.205.188,2052,false,SIN,Asia Pacific,Singapore,229 ms,5431 kB/s
47.237.14.220,2052,false,SIN,Asia Pacific,Singapore,232 ms,5430 kB/s
8.218.18.132,8880,false,HKG,Asia Pacific,Hong Kong,65 ms,5430 kB/s
47.237.95.13,2086,false,SIN,Asia Pacific,Singapore,225 ms,5420 kB/s
47.236.166.131,80,false,SIN,Asia Pacific,Singapore,244 ms,5417 kB/s
47.236.97.90,2095,false,SIN,Asia Pacific,Singapore,229 ms,5416 kB/s
47.236.171.205,2086,false,SIN,Asia Pacific,Singapore,226 ms,5402 kB/s
47.236.10.100,8880,false,SIN,Asia Pacific,Singapore,220 ms,5401 kB/s
8.219.170.232,2082,false,SIN,Asia Pacific,Singapore,231 ms,5397 kB/s
47.236.150.13,2086,false,SIN,Asia Pacific,Singapore,242 ms,5393 kB/s
47.236.87.246,2095,false,SIN,Asia Pacific,Singapore,232 ms,5380 kB/s
8.218.18.235,80,false,HKG,Asia Pacific,Hong Kong,78 ms,5370 kB/s
8.222.214.231,2095,false,SIN,Asia Pacific,Singapore,244 ms,5363 kB/s
8.219.113.232,8880,false,SIN,Asia Pacific,Singapore,232 ms,5356 kB/s
8.219.99.169,80,false,SIN,Asia Pacific,Singapore,229 ms,5356 kB/s
47.237.82.15,80,false,SIN,Asia Pacific,Singapore,227 ms,5351 kB/s
47.245.84.124,2082,false,SIN,Asia Pacific,Singapore,227 ms,5350 kB/s
47.236.117.48,2082,false,SIN,Asia Pacific,Singapore,229 ms,5346 kB/s
47.242.176.237,8080,false,HKG,Asia Pacific,Hong Kong,67 ms,5346 kB/s
8.219.114.201,2082,false,SIN,Asia Pacific,Singapore,254 ms,5342 kB/s
47.237.92.26,2095,false,SIN,Asia Pacific,Singapore,219 ms,5342 kB/s
47.243.90.180,2082,false,HKG,Asia Pacific,Hong Kong,55 ms,5330 kB/s
47.237.10.1,80,false,SIN,Asia Pacific,Singapore,217 ms,5320 kB/s
8.219.200.145,80,false,SIN,Asia Pacific,Singapore,248 ms,5317 kB/s
47.236.125.62,8880,false,NRT,Asia Pacific,Tokyo,310 ms,5310 kB/s
47.236.10.182,80,false,SIN,Asia Pacific,Singapore,224 ms,5306 kB/s
47.236.125.62,2095,false,NRT,Asia Pacific,Tokyo,300 ms,5305 kB/s
47.237.10.1,2086,false,SIN,Asia Pacific,Singapore,225 ms,5302 kB/s
47.236.169.141,2082,false,SIN,Asia Pacific,Singapore,225 ms,5300 kB/s
47.237.84.173,2095,false,SIN,Asia Pacific,Singapore,222 ms,5299 kB/s
47.242.252.237,2095,false,HKG,Asia Pacific,Hong Kong,63 ms,5293 kB/s
47.236.75.113,8080,false,SIN,Asia Pacific,Singapore,226 ms,5288 kB/s
8.219.174.213,8880,false,SIN,Asia Pacific,Singapore,220 ms,5281 kB/s
8.218.207.169,80,false,HKG,Asia Pacific,Hong Kong,55 ms,5280 kB/s
8.218.85.128,2086,false,HKG,Asia Pacific,Hong Kong,60 ms,5280 kB/s
8.218.126.53,2086,false,HKG,Asia Pacific,Hong Kong,64 ms,5279 kB/s
47.242.176.237,2082,false,HKG,Asia Pacific,Hong Kong,62 ms,5271 kB/s
8.210.192.93,8880,false,HKG,Asia Pacific,Hong Kong,68 ms,5262 kB/s
47.236.158.158,2082,false,SIN,Asia Pacific,Singapore,213 ms,5258 kB/s
47.242.17.250,8080,false,HKG,Asia Pacific,Hong Kong,63 ms,5255 kB/s
47.236.171.205,2095,false,SIN,Asia Pacific,Singapore,242 ms,5241 kB/s
47.236.10.182,8080,false,SIN,Asia Pacific,Singapore,222 ms,5234 kB/s
47.237.95.13,2052,false,SIN,Asia Pacific,Singapore,275 ms,5231 kB/s
47.76.178.146,2086,false,HKG,Asia Pacific,Hong Kong,64 ms,5222 kB/s
47.237.0.31,2086,false,SIN,Asia Pacific,Singapore,286 ms,5220 kB/s
47.236.144.208,80,false,SIN,Asia Pacific,Singapore,239 ms,5219 kB/s
47.236.10.182,2095,false,SIN,Asia Pacific,Singapore,264 ms,5217 kB/s
47.237.82.15,2082,false,SIN,Asia Pacific,Singapore,307 ms,5211 kB/s
47.236.10.182,2052,false,SIN,Asia Pacific,Singapore,223 ms,5209 kB/s
47.237.11.182,8080,false,SIN,Asia Pacific,Singapore,226 ms,5209 kB/s
8.218.222.36,2082,false,HKG,Asia Pacific,Hong Kong,58 ms,5191 kB/s
47.236.80.110,8080,false,SIN,Asia Pacific,Singapore,232 ms,5190 kB/s
47.237.8.82,80,false,SIN,Asia Pacific,Singapore,229 ms,5187 kB/s
47.245.84.124,2052,false,SIN,Asia Pacific,Singapore,231 ms,5167 kB/s
47.236.165.25,8080,false,SIN,Asia Pacific,Singapore,217 ms,5166 kB/s
8.219.100.168,80,false,SIN,Asia Pacific,Singapore,239 ms,5163 kB/s
47.236.180.51,8080,false,SIN,Asia Pacific,Singapore,286 ms,5162 kB/s
47.236.205.188,8080,false,SIN,Asia Pacific,Singapore,220 ms,5159 kB/s
47.237.14.220,2082,false,SIN,Asia Pacific,Singapore,250 ms,5156 kB/s
47.236.164.215,2086,false,SIN,Asia Pacific,Singapore,233 ms,5155 kB/s
8.218.11.90,80,false,HKG,Asia Pacific,Hong Kong,69 ms,5154 kB/s
8.219.113.232,2086,false,SIN,Asia Pacific,Singapore,226 ms,5151 kB/s
47.236.150.13,80,false,SIN,Asia Pacific,Singapore,236 ms,5150 kB/s
47.237.81.112,8080,false,SIN,Asia Pacific,Singapore,255 ms,5149 kB/s
8.218.85.128,8080,false,HKG,Asia Pacific,Hong Kong,61 ms,5147 kB/s
8.219.77.222,2052,false,SIN,Asia Pacific,Singapore,263 ms,5143 kB/s
47.236.172.71,2086,false,SIN,Asia Pacific,Singapore,220 ms,5138 kB/s
8.218.122.55,2095,false,HKG,Asia Pacific,Hong Kong,57 ms,5134 kB/s
8.219.114.201,80,false,SIN,Asia Pacific,Singapore,281 ms,5133 kB/s
8.210.203.7,8080,false,HKG,Asia Pacific,Hong Kong,67 ms,5131 kB/s
47.237.81.112,8880,false,SIN,Asia Pacific,Singapore,260 ms,5122 kB/s
47.237.0.31,2082,false,SIN,Asia Pacific,Singapore,254 ms,5109 kB/s
47.236.144.48,2086,false,SIN,Asia Pacific,Singapore,233 ms,5109 kB/s
8.219.170.232,8880,false,SIN,Asia Pacific,Singapore,237 ms,5106 kB/s
47.236.93.176,8080,false,SIN,Asia Pacific,Singapore,242 ms,5106 kB/s
47.236.169.141,2095,false,SIN,Asia Pacific,Singapore,226 ms,5105 kB/s
47.236.180.51,80,false,SIN,Asia Pacific,Singapore,224 ms,5097 kB/s
47.236.166.131,2082,false,SIN,Asia Pacific,Singapore,233 ms,5096 kB/s
8.218.48.92,80,false,HKG,Asia Pacific,Hong Kong,67 ms,5096 kB/s
47.236.237.90,8080,false,SIN,Asia Pacific,Singapore,223 ms,5096 kB/s
8.217.159.210,2086,false,HKG,Asia Pacific,Hong Kong,64 ms,5093 kB/s
47.236.169.141,80,false,SIN,Asia Pacific,Singapore,234 ms,5092 kB/s
8.219.113.232,8080,false,SIN,Asia Pacific,Singapore,226 ms,5092 kB/s
8.219.114.201,2095,false,SIN,Asia Pacific,Singapore,234 ms,5084 kB/s
47.237.92.26,2052,false,SIN,Asia Pacific,Singapore,262 ms,5080 kB/s
47.237.100.206,80,false,SIN,Asia Pacific,Singapore,216 ms,5076 kB/s
47.237.95.156,2095,false,SIN,Asia Pacific,Singapore,214 ms,5076 kB/s
8.222.208.38,2095,false,SIN,Asia Pacific,Singapore,220 ms,5075 kB/s
47.243.107.148,8880,false,HKG,Asia Pacific,Hong Kong,59 ms,5073 kB/s
47.243.67.28,80,false,HKG,Asia Pacific,Hong Kong,61 ms,5065 kB/s
8.210.65.1,2095,false,HKG,Asia Pacific,Hong Kong,57 ms,5062 kB/s
47.236.180.24,8880,false,SIN,Asia Pacific,Singapore,222 ms,5062 kB/s
47.236.145.85,2082,false,SIN,Asia Pacific,Singapore,237 ms,5060 kB/s
47.236.83.239,2095,false,SIN,Asia Pacific,Singapore,225 ms,5059 kB/s
47.236.168.17,8080,false,SIN,Asia Pacific,Singapore,243 ms,5054 kB/s
8.222.134.170,2082,false,SIN,Asia Pacific,Singapore,221 ms,5053 kB/s
47.237.10.1,8080,false,SIN,Asia Pacific,Singapore,238 ms,5052 kB/s
8.219.209.14,2082,false,SIN,Asia Pacific,Singapore,263 ms,5051 kB/s
47.236.158.158,8080,false,SIN,Asia Pacific,Singapore,227 ms,5048 kB/s
47.236.144.196,2052,false,SIN,Asia Pacific,Singapore,237 ms,5048 kB/s
47.236.144.208,2095,false,SIN,Asia Pacific,Singapore,260 ms,5042 kB/s
47.245.126.151,80,false,SIN,Asia Pacific,Singapore,264 ms,5037 kB/s
8.217.248.220,2086,false,HKG,Asia Pacific,Hong Kong,62 ms,5029 kB/s
47.245.114.163,2082,false,SIN,Asia Pacific,Singapore,269 ms,5025 kB/s
47.237.92.26,80,false,SIN,Asia Pacific,Singapore,219 ms,5018 kB/s
47.237.10.1,2082,false,SIN,Asia Pacific,Singapore,219 ms,5015 kB/s
47.236.167.231,2052,false,SIN,Asia Pacific,Singapore,223 ms,5006 kB/s
47.237.83.20,2086,false,SIN,Asia Pacific,Singapore,225 ms,4999 kB/s
8.218.222.36,2095,false,HKG,Asia Pacific,Hong Kong,63 ms,4992 kB/s
47.245.102.52,80,false,SIN,Asia Pacific,Singapore,243 ms,4985 kB/s
47.236.168.17,8880,false,SIN,Asia Pacific,Singapore,225 ms,4981 kB/s
47.236.167.231,8080,false,SIN,Asia Pacific,Singapore,220 ms,4976 kB/s
47.237.100.206,2082,false,SIN,Asia Pacific,Singapore,238 ms,4968 kB/s
8.222.208.38,2082,false,SIN,Asia Pacific,Singapore,261 ms,4968 kB/s
47.237.95.140,8880,false,SIN,Asia Pacific,Singapore,223 ms,4967 kB/s
47.237.81.112,80,false,SIN,Asia Pacific,Singapore,278 ms,4966 kB/s
47.236.117.48,2095,false,SIN,Asia Pacific,Singapore,250 ms,4964 kB/s
47.236.144.196,2095,false,SIN,Asia Pacific,Singapore,264 ms,4957 kB/s
47.236.117.48,8080,false,SIN,Asia Pacific,Singapore,226 ms,4956 kB/s
8.217.145.40,2086,false,HKG,Asia Pacific,Hong Kong,60 ms,4950 kB/s
47.236.9.152,80,false,SIN,Asia Pacific,Singapore,238 ms,4948 kB/s
47.236.189.92,2086,false,SIN,Asia Pacific,Singapore,267 ms,4946 kB/s
47.245.86.230,2095,false,SIN,Asia Pacific,Singapore,290 ms,4942 kB/s
47.236.172.71,2052,false,SIN,Asia Pacific,Singapore,231 ms,4940 kB/s
47.237.92.26,2086,false,SIN,Asia Pacific,Singapore,247 ms,4940 kB/s
47.236.144.208,8880,false,SIN,Asia Pacific,Singapore,223 ms,4931 kB/s
47.76.178.146,2082,false,HKG,Asia Pacific,Hong Kong,57 ms,4927 kB/s
47.236.144.156,2052,false,SIN,Asia Pacific,Singapore,221 ms,4920 kB/s
47.236.80.110,8880,false,SIN,Asia Pacific,Singapore,223 ms,4910 kB/s
47.243.5.154,80,false,HKG,Asia Pacific,Hong Kong,61 ms,4909 kB/s
47.236.130.95,8080,false,SIN,Asia Pacific,Singapore,242 ms,4908 kB/s
8.222.193.65,80,false,SIN,Asia Pacific,Singapore,242 ms,4905 kB/s
47.236.149.107,2082,false,SIN,Asia Pacific,Singapore,226 ms,4904 kB/s
8.219.200.145,8080,false,SIN,Asia Pacific,Singapore,272 ms,4901 kB/s
47.237.95.140,2082,false,SIN,Asia Pacific,Singapore,233 ms,4899 kB/s
47.243.139.85,80,false,HKG,Asia Pacific,Hong Kong,63 ms,4891 kB/s
47.237.95.140,2095,false,SIN,Asia Pacific,Singapore,232 ms,4888 kB/s
47.237.84.173,80,false,SIN,Asia Pacific,Singapore,221 ms,4882 kB/s
8.219.113.232,2095,false,SIN,Asia Pacific,Singapore,260 ms,4880 kB/s
47.236.123.133,2052,false,SIN,Asia Pacific,Singapore,253 ms,4872 kB/s
47.236.170.225,80,false,SIN,Asia Pacific,Singapore,218 ms,4861 kB/s
47.236.118.216,8080,false,SIN,Asia Pacific,Singapore,227 ms,4859 kB/s
8.222.165.117,8080,false,SIN,Asia Pacific,Singapore,244 ms,4850 kB/s
47.236.144.196,2086,false,SIN,Asia Pacific,Singapore,238 ms,4844 kB/s
47.236.102.102,2082,false,SIN,Asia Pacific,Singapore,232 ms,4844 kB/s
47.237.11.182,2082,false,SIN,Asia Pacific,Singapore,219 ms,4842 kB/s
47.237.14.220,8080,false,SIN,Asia Pacific,Singapore,237 ms,4833 kB/s
8.218.142.253,2086,false,HKG,Asia Pacific,Hong Kong,58 ms,4830 kB/s
47.236.121.23,8880,false,SIN,Asia Pacific,Singapore,247 ms,4830 kB/s
47.237.11.182,2095,false,SIN,Asia Pacific,Singapore,234 ms,4821 kB/s
47.237.83.20,2082,false,SIN,Asia Pacific,Singapore,259 ms,4819 kB/s
47.236.75.113,2082,false,SIN,Asia Pacific,Singapore,226 ms,4818 kB/s
47.236.145.85,8080,false,SIN,Asia Pacific,Singapore,240 ms,4810 kB/s
47.237.0.31,8880,false,SIN,Asia Pacific,Singapore,285 ms,4806 kB/s
47.237.95.140,8080,false,SIN,Asia Pacific,Singapore,236 ms,4806 kB/s
8.219.77.222,2095,false,SIN,Asia Pacific,Singapore,230 ms,4800 kB/s
47.237.81.112,2095,false,SIN,Asia Pacific,Singapore,219 ms,4785 kB/s
47.236.237.90,2082,false,SIN,Asia Pacific,Singapore,224 ms,4778 kB/s
8.210.100.23,2082,false,HKG,Asia Pacific,Hong Kong,61 ms,4778 kB/s
8.217.207.60,8080,false,HKG,Asia Pacific,Hong Kong,65 ms,4775 kB/s
47.237.84.173,8080,false,SIN,Asia Pacific,Singapore,218 ms,4773 kB/s
47.236.205.188,80,false,SIN,Asia Pacific,Singapore,232 ms,4768 kB/s
47.236.83.239,2052,false,SIN,Asia Pacific,Singapore,228 ms,4760 kB/s
47.238.6.102,2095,false,HKG,Asia Pacific,Hong Kong,61 ms,4760 kB/s
47.236.5.223,8880,false,SIN,Asia Pacific,Singapore,222 ms,4755 kB/s
8.218.126.53,8080,false,HKG,Asia Pacific,Hong Kong,55 ms,4727 kB/s
8.219.111.147,2095,false,SIN,Asia Pacific,Singapore,234 ms,4723 kB/s
47.237.81.112,2052,false,SIN,Asia Pacific,Singapore,284 ms,4721 kB/s
47.76.159.146,80,false,HKG,Asia Pacific,Hong Kong,60 ms,4704 kB/s
47.236.172.95,8880,false,SIN,Asia Pacific,Singapore,293 ms,4701 kB/s
47.236.144.156,8880,false,SIN,Asia Pacific,Singapore,228 ms,4699 kB/s
8.219.114.201,8880,false,SIN,Asia Pacific,Singapore,228 ms,4692 kB/s
47.236.169.15,2095,false,SIN,Asia Pacific,Singapore,273 ms,4691 kB/s
47.236.205.188,8880,false,SIN,Asia Pacific,Singapore,265 ms,4683 kB/s
47.236.180.24,2086,false,SIN,Asia Pacific,Singapore,242 ms,4683 kB/s
47.243.74.220,8880,false,HKG,Asia Pacific,Hong Kong,64 ms,4677 kB/s
47.238.6.102,80,false,HKG,Asia Pacific,Hong Kong,59 ms,4669 kB/s
47.236.117.48,2086,false,SIN,Asia Pacific,Singapore,272 ms,4667 kB/s
47.236.83.239,2082,false,SIN,Asia Pacific,Singapore,224 ms,4667 kB/s
47.236.93.176,80,false,SIN,Asia Pacific,Singapore,246 ms,4664 kB/s
47.236.121.23,2095,false,SIN,Asia Pacific,Singapore,225 ms,4660 kB/s
47.236.104.11,8080,false,SIN,Asia Pacific,Singapore,233 ms,4655 kB/s
47.236.202.91,2086,false,SIN,Asia Pacific,Singapore,257 ms,4631 kB/s
47.236.118.216,8880,false,SIN,Asia Pacific,Singapore,247 ms,4624 kB/s
8.219.174.213,80,false,SIN,Asia Pacific,Singapore,224 ms,4622 kB/s
8.217.248.220,2082,false,HKG,Asia Pacific,Hong Kong,60 ms,4618 kB/s
47.236.164.215,8880,false,SIN,Asia Pacific,Singapore,262 ms,4614 kB/s
47.236.17.193,2082,false,SIN,Asia Pacific,Singapore,235 ms,4610 kB/s
8.218.3.12,8880,false,HKG,Asia Pacific,Hong Kong,57 ms,4603 kB/s
47.237.100.206,2086,false,SIN,Asia Pacific,Singapore,236 ms,4580 kB/s
8.222.249.190,8080,false,SIN,Asia Pacific,Singapore,229 ms,4579 kB/s
47.236.5.223,2086,false,SIN,Asia Pacific,Singapore,249 ms,4570 kB/s
8.217.250.222,2082,false,HKG,Asia Pacific,Hong Kong,68 ms,4566 kB/s
47.236.97.90,8880,false,SIN,Asia Pacific,Singapore,270 ms,4565 kB/s
47.236.123.133,8080,false,SIN,Asia Pacific,Singapore,233 ms,4562 kB/s
8.218.3.12,8080,false,HKG,Asia Pacific,Hong Kong,66 ms,4561 kB/s
47.236.170.54,2052,false,SIN,Asia Pacific,Singapore,240 ms,4560 kB/s
47.236.144.156,8080,false,SIN,Asia Pacific,Singapore,230 ms,4560 kB/s
47.236.83.239,8880,false,SIN,Asia Pacific,Singapore,234 ms,4548 kB/s
47.236.102.102,8880,false,SIN,Asia Pacific,Singapore,232 ms,4542 kB/s
47.237.86.185,2095,false,SIN,Asia Pacific,Singapore,224 ms,4534 kB/s
47.243.5.154,8880,false,HKG,Asia Pacific,Hong Kong,60 ms,4532 kB/s
8.217.121.207,80,false,HKG,Asia Pacific,Hong Kong,65 ms,4531 kB/s
47.236.172.95,80,false,SIN,Asia Pacific,Singapore,233 ms,4527 kB/s
47.236.9.152,2095,false,SIN,Asia Pacific,Singapore,223 ms,4513 kB/s
8.210.107.246,2095,false,HKG,Asia Pacific,Hong Kong,64 ms,4506 kB/s
47.236.169.15,2052,false,SIN,Asia Pacific,Singapore,317 ms,4503 kB/s
8.222.180.86,80,false,SIN,Asia Pacific,Singapore,220 ms,4503 kB/s
47.236.232.148,2052,false,SIN,Asia Pacific,Singapore,225 ms,4501 kB/s
47.76.77.103,8880,false,HKG,Asia Pacific,Hong Kong,63 ms,4497 kB/s
47.236.169.164,2086,false,SIN,Asia Pacific,Singapore,241 ms,4492 kB/s
8.218.126.53,80,false,HKG,Asia Pacific,Hong Kong,56 ms,4492 kB/s
8.219.209.14,2095,false,SIN,Asia Pacific,Singapore,226 ms,4489 kB/s
47.236.164.215,2095,false,SIN,Asia Pacific,Singapore,228 ms,4484 kB/s
47.236.125.62,2086,false,NRT,Asia Pacific,Tokyo,315 ms,4480 kB/s
47.236.97.90,8080,false,SIN,Asia Pacific,Singapore,233 ms,4477 kB/s
47.236.121.23,2082,false,SIN,Asia Pacific,Singapore,229 ms,4470 kB/s
47.237.95.146,80,false,SIN,Asia Pacific,Singapore,224 ms,4451 kB/s
47.236.167.231,2095,false,SIN,Asia Pacific,Singapore,225 ms,4445 kB/s
47.245.102.52,8080,false,SIN,Asia Pacific,Singapore,237 ms,4435 kB/s
8.219.42.72,80,false,SIN,Asia Pacific,Singapore,220 ms,4435 kB/s
47.76.49.246,8880,false,HKG,Asia Pacific,Hong Kong,68 ms,4429 kB/s
47.237.94.140,2086,false,SIN,Asia Pacific,Singapore,220 ms,4429 kB/s
47.236.180.24,2095,false,SIN,Asia Pacific,Singapore,219 ms,4412 kB/s
8.218.142.253,2095,false,HKG,Asia Pacific,Hong Kong,61 ms,4409 kB/s
8.219.170.232,8080,false,SIN,Asia Pacific,Singapore,284 ms,4405 kB/s
47.236.125.62,80,false,NRT,Asia Pacific,Tokyo,291 ms,4403 kB/s
8.218.174.118,2086,false,HKG,Asia Pacific,Hong Kong,68 ms,4399 kB/s
8.218.201.73,8880,false,HKG,Asia Pacific,Hong Kong,61 ms,4396 kB/s
47.236.254.120,2086,false,SIN,Asia Pacific,Singapore,239 ms,4391 kB/s
8.222.208.38,8080,false,SIN,Asia Pacific,Singapore,223 ms,4381 kB/s
47.236.93.176,2086,false,SIN,Asia Pacific,Singapore,229 ms,4378 kB/s
8.218.85.128,80,false,HKG,Asia Pacific,Hong Kong,63 ms,4376 kB/s
8.218.201.73,2095,false,HKG,Asia Pacific,Hong Kong,72 ms,4364 kB/s
8.219.87.30,2086,false,SIN,Asia Pacific,Singapore,225 ms,4361 kB/s
